"","Date","Max.TemperatureF","Mean.TemperatureF","Min.TemperatureF","Max.Dew.PointF","MeanDew.PointF","Min.DewpointF","Max.Humidity","Mean.Humidity","Min.Humidity","Max.Sea.Level.PressureIn","Mean.Sea.Level.PressureIn","Min.Sea.Level.PressureIn","Max.VisibilityMiles","Mean.VisibilityMiles","Min.VisibilityMiles","Max.Wind.SpeedMPH","Mean.Wind.SpeedMPH","Max.Gust.SpeedMPH","PrecipitationIn","CloudCover","Events","WindDirDegrees.br...","city","season"
"164",1996-12-11,"57","52","46","46","42","39","93","72","51","30.04","29.97","29.92","4","2","1","10","6","","0.00","4","Rain","351<br />","Tokyo (JPN)","Autumn"
"165",1996-12-12,"59","50","42","45","38","34","82","62","41","30.09","30.06","30.01","6","4","2","13","7","","0.00","3","","1<br />","Tokyo (JPN)","Autumn"
"166",1996-12-13,"53","52","50","43","38","34","71","61","50","30.18","30.14","30.06","6","6","4","15","11","","0.00","5","","8<br />","Tokyo (JPN)","Autumn"
"167",1996-12-14,"57","52","46","43","40","36","82","66","54","30.18","30.12","30.06","6","4","3","13","8","","0.00","3","Rain","342<br />","Tokyo (JPN)","Autumn"
"168",1996-12-15,"57","52","48","43","38","34","71","59","44","30.39","30.29","30.18","6","6","3","16","11","","0.00","3","","17<br />","Tokyo (JPN)","Autumn"
"169",1996-12-16,"57","52","46","43","38","32","71","60","48","30.45","30.40","30.36","6","6","4","15","10","","0.00","3","","352<br />","Tokyo (JPN)","Autumn"
"170",1996-12-17,"62","54","46","55","45","37","94","70","55","30.36","30.14","29.77","5","4","2","9","6","","0.00","4","Rain","27<br />","Tokyo (JPN)","Autumn"
"171",1996-12-18,"60","53","44","59","46","39","94","72","51","29.95","29.76","29.65","6","5","2","25","12","31","0.00","6","Rain","358<br />","Tokyo (JPN)","Autumn"
"172",1996-12-19,"50","46","41","39","37","28","87","73","53","29.98","29.92","29.86","6","6","2","15","9","","0.00","3","","35<br />","Tokyo (JPN)","Autumn"
"173",1996-12-20,"50","46","41","34","25","21","61","45","34","30.21","30.13","29.95","6","6","6","20","11","","0.00","2","","20<br />","Tokyo (JPN)","Winter"
"174",1996-12-21,"51","44","37","39","30","23","71","54","44","30.18","30.11","30.04","6","6","5","13","8","","0.00","1","","31<br />","Tokyo (JPN)","Winter"
"175",1996-12-22,"57","47","37","41","33","25","75","56","29","30.06","29.90","29.56","6","6","4","24","9","","0.00","1","","245<br />","Tokyo (JPN)","Winter"
"176",1996-12-23,"55","48","42","43","27","16","71","45","24","30.01","29.73","29.47","6","6","4","30","16","41","0.00","1","","334<br />","Tokyo (JPN)","Winter"
"177",1996-12-24,"48","44","39","32","25","16","65","48","34","30.15","30.07","30.01","6","5","2","18","11","","0.00","3","","347<br />","Tokyo (JPN)","Winter"
"178",1996-12-25,"57","45","33","41","30","23","70","56","31","30.04","29.94","29.83","5","4","3","10","6","","0.00","0","","262<br />","Tokyo (JPN)","Winter"
"179",1996-12-26,"53","48","42","34","28","23","54","45","35","30.12","29.98","29.86","6","6","6","24","16","34","0.00","3","","344<br />","Tokyo (JPN)","Winter"
"180",1996-12-27,"48","42","37","36","26","18","65","50","34","30.24","30.14","30.01","6","5","2","15","10","","0.00","3","","11<br />","Tokyo (JPN)","Winter"
"181",1996-12-28,"59","47","35","43","30","23","70","53","36","30.01","29.86","29.74","6","4","2","28","10","39","0.00","1","","339<br />","Tokyo (JPN)","Winter"
"182",1996-12-29,"50","46","41","37","25","21","76","46","37","30.06","30.01","29.92","6","5","5","22","12","36","0.00","0","","27<br />","Tokyo (JPN)","Winter"
"183",1996-12-30,"57","46","35","46","35","27","93","66","41","30.12","30.06","30.04","6","4","2","8","5","","0.00","0","","316<br />","Tokyo (JPN)","Winter"
"184",1996-12-31,"57","50","42","45","37","32","93","64","51","30.15","30.12","30.06","6","5","3","14","8","","0.00","2","","359<br />","Tokyo (JPN)","Winter"
"186",1997-01-01,"62","50","39","50","42","36","87","72","55","30.15","29.96","29.65","6","4","2","24","8","23","0.00","1","","249<br />","Tokyo (JPN)","Winter"
"187",1997-01-02,"60","53","46","55","36","10","94","50","19","29.65","29.47","29.36","6","6","4","33","24","48","0.00","3","Rain-Thunderstorm","219<br />","Tokyo (JPN)","Winter"
"188",1997-01-03,"53","46","39","30","24","19","61","43","32","29.89","29.71","29.62","6","6","6","18","11","30","0.00","1","","316<br />","Tokyo (JPN)","Winter"
"189",1997-01-04,"50","46","41","23","20","16","49","38","26","30.18","30.02","29.89","6","6","6","25","16","34","0.00","1","","338<br />","Tokyo (JPN)","Winter"
"190",1997-01-05,"46","40","35","36","27","18","93","61","34","30.27","30.13","29.83","6","5","2","18","13","","0.00","4","Rain","4<br />","Tokyo (JPN)","Winter"
"191",1997-01-06,"55","45","35","41","31","25","93","61","36","29.86","29.75","29.68","6","6","2","23","14","","0.00","3","Rain","255<br />","Tokyo (JPN)","Winter"
"192",1997-01-07,"53","44","35","32","27","23","70","50","33","30.04","29.94","29.83","6","6","4","20","9","","0.00","2","","315<br />","Tokyo (JPN)","Winter"
"193",1997-01-08,"48","45","41","27","24","19","53","44","34","30.04","29.99","29.92","6","6","6","20","13","30","0.00","3","","357<br />","Tokyo (JPN)","Winter"
"194",1997-01-09,"50","44","37","25","19","14","53","38","25","30.12","30.07","30.04","6","6","6","20","12","","0.00","2","","327<br />","Tokyo (JPN)","Winter"
"195",1997-01-10,"50","44","39","23","20","18","49","40","30","30.12","30.07","30.01","6","6","6","13","8","","0.00","3","","351<br />","Tokyo (JPN)","Winter"
"196",1997-01-11,"50","44","39","25","22","19","52","41","30","30.09","30.04","30.01","6","6","6","17","11","","0.00","1","","356<br />","Tokyo (JPN)","Winter"
"197",1997-01-12,"48","42","37","30","24","21","61","49","34","30.21","30.15","30.09","6","6","6","13","9","","0.00","1","","9<br />","Tokyo (JPN)","Winter"
"198",1997-01-13,"48","40","33","32","26","19","70","55","34","30.27","30.23","30.18","6","6","6","10","7","","0.00","1","","8<br />","Tokyo (JPN)","Winter"
"199",1997-01-14,"57","45","33","37","30","23","75","54","33","30.21","30.04","29.92","6","5","2","26","8","34","0.00","1","","270<br />","Tokyo (JPN)","Winter"
"200",1997-01-15,"50","46","39","28","23","19","50","42","34","30.12","30.04","29.95","6","6","6","22","18","33","0.00","3","","345<br />","Tokyo (JPN)","Winter"
"201",1997-01-16,"44","40","35","25","22","19","60","47","37","30.12","30.05","29.98","6","5","3","10","8","","0.00","2","","19<br />","Tokyo (JPN)","Winter"
"202",1997-01-17,"51","42","33","37","27","19","70","52","30","30.12","30.05","29.98","6","5","3","14","7","","0.00","1","","220<br />","Tokyo (JPN)","Winter"
"203",1997-01-18,"59","52","46","39","31","25","66","45","29","29.95","29.77","29.68","6","6","3","28","16","38","0.00","1","","278<br />","Tokyo (JPN)","Winter"
"204",1997-01-19,"51","46","41","36","27","23","76","50","33","29.95","29.91","29.80","6","6","6","21","14","","0.00","4","Rain","23<br />","Tokyo (JPN)","Winter"
"205",1997-01-20,"53","44","35","37","33","28","81","64","47","29.98","29.88","29.77","6","6","4","15","10","","5.00","2","Rain","146<br />","Tokyo (JPN)","Winter"
"206",1997-01-21,"57","46","35","34","26","9","81","48","33","29.74","29.42","29.21","6","6","3","34","14","50","0.00","2","","257<br />","Tokyo (JPN)","Winter"
"207",1997-01-22,"41","34","28","14","7","-4","44","31","23","29.83","29.64","29.42","6","6","6","31","24","46","0.00","3","","316<br />","Tokyo (JPN)","Winter"
"208",1997-01-23,"50","41","32","34","19","10","62","40","20","29.95","29.88","29.77","6","6","6","20","10","","0.00","2","","242<br />","Tokyo (JPN)","Winter"
"209",1997-01-24,"50","44","37","39","31","23","87","62","43","29.80","29.63","29.44","6","5","2","14","6","","0.00","4","Rain","5<br />","Tokyo (JPN)","Winter"
"210",1997-01-25,"46","42","39","37","23","14","93","50","29","29.74","29.55","29.42","6","6","3","17","10","","0.00","4","Rain","339<br />","Tokyo (JPN)","Winter"
"211",1997-01-26,"51","40","30","30","21","18","69","45","26","29.80","29.74","29.68","6","6","6","20","8","","0.00","1","","299<br />","Tokyo (JPN)","Winter"
"212",1997-01-27,"51","42","32","36","25","19","70","51","35","29.83","29.75","29.68","6","6","6","15","8","","0.00","1","","256<br />","Tokyo (JPN)","Winter"
"213",1997-01-28,"51","42","33","32","26","21","75","49","30","29.74","29.66","29.53","6","5","4","17","6","","0.00","0","","114<br />","Tokyo (JPN)","Winter"
"214",1997-01-29,"50","44","39","30","23","18","57","44","30","29.71","29.60","29.50","6","6","4","17","10","","0.00","2","","319<br />","Tokyo (JPN)","Winter"
"215",1997-01-30,"46","40","33","27","18","7","70","42","20","29.98","29.82","29.68","6","6","6","28","14","38","0.00","1","","330<br />","Tokyo (JPN)","Winter"
"216",1997-01-31,"46","39","32","30","20","10","65","44","31","30.04","29.98","29.92","6","6","6","18","12","","0.00","4","Rain","12<br />","Tokyo (JPN)","Winter"
"217",1997-02-01,"48","42","35","28","22","18","60","45","30","30.09","29.99","29.95","6","6","6","17","10","29","0.00","2","","332<br />","Tokyo (JPN)","Winter"
"218",1997-02-02,"48","42","35","37","23","18","81","49","32","30.21","30.13","30.06","6","6","6","15","9","","0.00","5","Rain","44<br />","Tokyo (JPN)","Winter"
"219",1997-02-03,"48","42","37","41","35","18","93","78","32","30.06","29.79","29.59","6","3","2","30","13","43","0.00","6","Rain","340<br />","Tokyo (JPN)","Winter"
"220",1997-02-04,"48","42","35","19","14","9","42","32","20","30.06","29.89","29.74","6","6","6","32","19","47","0.00","1","","316<br />","Tokyo (JPN)","Winter"
"221",1997-02-05,"48","44","39","30","23","19","57","45","34","30.15","30.08","30.04","6","6","6","16","12","","0.00","2","","42<br />","Tokyo (JPN)","Winter"
"222",1997-02-06,"48","44","41","37","34","27","81","67","53","30.04","29.87","29.71","6","5","4","12","7","","0.00","4","Rain","27<br />","Tokyo (JPN)","Winter"
"223",1997-02-07,"53","47","41","28","23","18","57","41","28","30.09","30.00","29.86","6","6","6","16","11","","0.00","1","","338<br />","Tokyo (JPN)","Winter"
"224",1997-02-08,"50","46","41","39","30","21","81","58","45","30.09","29.99","29.89","6","5","3","13","8","","0.00","4","Rain","21<br />","Tokyo (JPN)","Winter"
"225",1997-02-09,"53","48","42","41","32","23","81","56","33","29.95","29.89","29.83","6","5","4","13","8","","0.00","3","Rain","35<br />","Tokyo (JPN)","Winter"
"226",1997-02-10,"53","48","42","43","33","25","87","59","43","29.89","29.82","29.74","6","6","4","14","7","","0.00","2","","28<br />","Tokyo (JPN)","Winter"
"227",1997-02-11,"55","47","39","43","34","25","87","62","41","29.74","29.52","29.33","6","5","2","30","11","41","0.00","4","Rain-Thunderstorm","308<br />","Tokyo (JPN)","Winter"
"228",1997-02-12,"50","42","35","25","20","14","60","39","24","29.98","29.74","29.53","6","6","6","24","14","34","0.00","3","","316<br />","Tokyo (JPN)","Winter"
"229",1997-02-13,"48","42","35","19","15","10","45","34","22","30.09","30.03","29.98","6","6","6","22","14","29","0.00","2","","346<br />","Tokyo (JPN)","Winter"
"230",1997-02-14,"48","40","32","23","18","14","51","38","29","30.24","30.14","30.09","6","6","6","14","9","","0.00","1","","2<br />","Tokyo (JPN)","Winter"
"231",1997-02-15,"53","45","37","39","28","21","62","51","40","30.30","30.19","30.04","6","6","6","20","8","","0.00","4","","355<br />","Tokyo (JPN)","Winter"
"232",1997-02-16,"48","44","39","45","38","32","100","80","54","30.04","29.65","29.44","6","3","1","16","8","","0.00","6","Rain","336<br />","Tokyo (JPN)","Winter"
"233",1997-02-17,"50","46","41","28","22","18","50","39","32","29.77","29.71","29.56","6","6","6","26","20","36","0.00","5","","339<br />","Tokyo (JPN)","Winter"
"234",1997-02-18,"48","44","37","27","18","12","65","37","25","29.80","29.75","29.71","6","6","6","23","16","32","0.00","5","Rain","349<br />","Tokyo (JPN)","Winter"
"235",1997-02-19,"48","40","33","30","17","9","81","40","22","30.04","29.89","29.71","6","6","6","23","12","31","0.00","2","Snow","331<br />","Tokyo (JPN)","Winter"
"236",1997-02-20,"53","42","30","30","22","14","64","42","30","30.09","29.96","29.80","6","6","6","16","8","","0.00","1","","251<br />","Tokyo (JPN)","Winter"
"237",1997-02-21,"57","46","35","32","23","7","54","43","30","29.80","29.65","29.56","6","6","6","34","18","50","0.00","3","","285<br />","Tokyo (JPN)","Winter"
"238",1997-02-22,"41","36","30","16","9","1","48","33","19","30.15","30.02","29.89","6","6","6","37","22","53","0.00","1","","324<br />","Tokyo (JPN)","Winter"
"239",1997-02-23,"48","37","26","32","17","5","66","40","21","30.33","30.28","30.24","6","6","6","21","10","","0.00","1","","274<br />","Tokyo (JPN)","Winter"
"240",1997-02-24,"53","45","37","36","26","19","66","48","34","30.33","30.28","30.24","6","6","6","12","8","","0.00","1","","317<br />","Tokyo (JPN)","Winter"
"241",1997-02-25,"60","48","37","46","34","23","67","53","38","30.30","30.15","29.89","6","4","3","25","9","33","0.00","1","","223<br />","Tokyo (JPN)","Winter"
"242",1997-02-26,"62","55","48","50","34","21","77","46","26","30.15","29.98","29.80","6","6","4","26","16","31","0.00","3","","337<br />","Tokyo (JPN)","Winter"
"243",1997-02-27,"53","50","44","39","29","21","81","49","32","30.36","30.28","30.12","6","6","6","14","11","","0.00","5","Rain","56<br />","Tokyo (JPN)","Winter"
"244",1997-02-28,"59","52","44","52","41","30","88","70","47","30.36","30.20","29.92","6","6","3","24","8","","0.00","6","Rain","147<br />","Tokyo (JPN)","Winter"
"245",1997-03-01,"68","57","46","55","43","21","82","58","36","29.92","29.75","29.62","6","6","4","33","22","43","0.00","6","Rain","263<br />","Tokyo (JPN)","Winter"
"246",1997-03-02,"51","46","41","43","26","14","71","46","31","30.15","30.03","29.95","6","6","6","25","16","37","0.00","6","","62<br />","Tokyo (JPN)","Winter"
"247",1997-03-03,"46","44","41","34","27","19","76","55","37","30.15","30.08","30.01","6","6","6","24","12","34","0.00","7","Rain","44<br />","Tokyo (JPN)","Winter"
"248",1997-03-04,"51","45","39","37","33","27","76","62","47","30.12","30.08","30.01","6","6","4","13","8","","0.00","4","Rain","96<br />","Tokyo (JPN)","Winter"
"249",1997-03-05,"59","50","42","41","30","18","66","46","20","30.21","30.12","30.06","6","5","4","18","10","","0.00","0","","339<br />","Tokyo (JPN)","Winter"
"250",1997-03-06,"60","51","42","45","37","28","63","54","44","30.33","30.22","30.09","6","5","4","21","9","32","0.00","3","","248<br />","Tokyo (JPN)","Winter"
"251",1997-03-07,"71","63","55","54","47","34","72","57","37","30.09","29.90","29.77","6","6","6","36","22","45","0.00","1","","211<br />","Tokyo (JPN)","Winter"
"252",1997-03-08,"59","54","48","43","30","21","76","42","23","30.04","29.96","29.89","6","6","6","20","14","28","0.00","3","Rain","67<br />","Tokyo (JPN)","Winter"
"253",1997-03-09,"59","50","42","28","23","19","43","35","28","30.18","30.05","29.98","6","6","6","21","12","31","0.00","1","","360<br />","Tokyo (JPN)","Winter"
"254",1997-03-10,"57","48","39","45","28","18","72","45","30","30.27","30.15","29.95","6","6","6","22","13","","0.00","5","","178<br />","Tokyo (JPN)","Winter"
"255",1997-03-11,"68","57","46","52","37","23","72","47","27","30.04","29.85","29.74","6","6","3","29","18","44","0.00","1","","323<br />","Tokyo (JPN)","Winter"
"256",1997-03-12,"57","50","44","28","20","9","43","33","22","30.21","30.15","30.04","6","6","6","18","13","26","0.00","1","","318<br />","Tokyo (JPN)","Winter"
"257",1997-03-13,"55","48","42","45","31","18","82","53","30","30.27","30.18","30.09","6","6","6","15","9","","0.00","5","","44<br />","Tokyo (JPN)","Winter"
"258",1997-03-14,"64","57","50","50","44","39","88","67","48","30.06","29.98","29.89","6","4","3","16","6","","0.00","4","","50<br />","Tokyo (JPN)","Winter"
"259",1997-03-15,"53","50","44","46","41","36","93","80","62","30.06","29.99","29.95","6","5","3","22","17","","0.00","6","Rain","10<br />","Tokyo (JPN)","Winter"
"260",1997-03-16,"44","42","41","39","38","36","93","86","76","30.09","30.05","30.01","6","5","4","18","16","","0.00","6","Rain","349<br />","Tokyo (JPN)","Winter"
"261",1997-03-17,"53","46","39","36","31","25","81","59","33","30.27","30.17","30.09","6","6","6","17","12","","0.00","2","Rain","47<br />","Tokyo (JPN)","Winter"
"262",1997-03-18,"57","50","42","45","33","23","76","54","44","30.27","30.18","30.06","6","6","6","18","10","","0.00","4","Rain","111<br />","Tokyo (JPN)","Winter"
"263",1997-03-19,"59","52","44","46","41","36","87","68","58","30.06","29.97","29.89","6","5","2","21","10","","0.00","4","Rain","36<br />","Tokyo (JPN)","Winter"
"264",1997-03-20,"55","50","46","36","30","23","62","47","33","30.12","30.04","29.98","6","6","6","15","11","","0.00","2","","68<br />","Tokyo (JPN)","Spring"
"265",1997-03-21,"60","50","39","45","36","28","75","55","33","30.15","30.04","29.89","6","6","4","18","8","24","0.00","3","","102<br />","Tokyo (JPN)","Spring"
"266",1997-03-22,"53","50","48","48","46","43","93","85","72","29.89","29.76","29.65","6","4","2","18","8","","0.00","6","Rain","40<br />","Tokyo (JPN)","Spring"
"267",1997-03-23,"48","45","42","43","39","36","82","76","66","29.89","29.83","29.80","6","6","4","14","11","","0.00","6","Rain","43<br />","Tokyo (JPN)","Spring"
"268",1997-03-24,"50","46","41","39","25","16","87","48","27","30.18","29.98","29.80","6","6","4","30","15","41","0.00","2","Rain","342<br />","Tokyo (JPN)","Spring"
"269",1997-03-25,"60","46","33","41","29","18","60","45","34","30.18","30.08","29.98","6","6","6","21","8","","0.00","1","","227<br />","Tokyo (JPN)","Spring"
"270",1997-03-26,"62","54","46","48","38","28","82","53","31","30.21","30.16","30.06","6","6","5","18","9","","0.00","2","Rain","56<br />","Tokyo (JPN)","Spring"
"271",1997-03-27,"51","50","48","50","45","32","94","82","47","30.15","30.01","29.89","6","4","2","26","13","36","0.00","6","Rain-Thunderstorm","1<br />","Tokyo (JPN)","Spring"
"272",1997-03-28,"62","52","41","46","36","27","65","51","33","30.15","30.10","30.04","6","6","5","24","13","34","0.00","1","","207<br />","Tokyo (JPN)","Spring"
"273",1997-03-29,"62","58","53","57","46","39","94","64","45","30.12","30.01","29.71","6","6","3","22","14","","0.00","6","Rain","191<br />","Tokyo (JPN)","Spring"
"274",1997-03-30,"75","62","50","61","48","34","100","63","29","29.92","29.65","29.56","6","5","2","47","20","59","0.00","3","Rain","246<br />","Tokyo (JPN)","Spring"
"275",1997-03-31,"59","54","48","45","33","25","82","50","35","30.09","30.01","29.92","6","6","6","18","11","","0.00","3","","38<br />","Tokyo (JPN)","Spring"
"276",1997-04-01,"60","53","46","48","35","23","77","51","30","30.27","30.20","30.09","6","6","6","17","11","29","0.00","3","","95<br />","Tokyo (JPN)","Spring"
"277",1997-04-02,"62","56","51","52","48","43","82","71","59","30.21","30.12","30.01","6","4","2","22","7","31","0.00","5","","197<br />","Tokyo (JPN)","Spring"
"278",1997-04-03,"60","55","50","54","51","48","100","88","68","30.04","30.00","29.98","6","2","1","17","9","","0.00","6","Rain","22<br />","Tokyo (JPN)","Spring"
